DateTime	Middel
        2020-01-01	4.7
          2020-01-02	4.1
2020-01-03	5.7
2020-01-04	4.1
2020-01-05	3.6
2020-01-06	6.1
2020-01-07	5.8
2020-01-08	7.1
2020-01-09	5.4
2020-01-10	4.9
2020-01-11	4.8
2020-01-12	6.3
2020-01-13	4.8
2020-01-14	6.8
2020-01-15	8.2
2020-01-16	6.3
2020-01-17	6.3
2020-01-18	5.4
2020-01-19	4.1
2020-01-20	5.6
2020-01-21	6.4
2020-01-22	4.9
2020-01-23	5.1
2020-01-24	6
2020-01-25	5.5
2020-01-26	4.4
2020-01-27	5.4
2020-01-28	5
2020-01-29	4.7
2020-01-30	5.9
2020-01-31	7.2
