DateTime	Nedbør
2011-01-01	0.5
2011-01-02	0
2011-01-03	0.2
2011-01-04	2.1
2011-01-05	1.4
2011-01-06	3.5
2011-01-07	1.1
2011-01-08	6.8
2011-01-09	0.5
2011-01-10	0
2011-01-11	2.1
2011-01-12	0.5
2011-01-13	4.7
2011-01-14	6.1
2011-01-15	9.2
2011-01-16	0.9
2011-01-17	4.1
2011-01-18	1
2011-01-19	0
2011-01-20	0.1
2011-01-21	0.6
2011-01-22	0.1
2011-01-23	0
2011-01-24	0.3
2011-01-25	1.7
2011-01-26	0.2
2011-01-27	0
2011-01-28	0.1
2011-01-29	0.1
2011-01-30	0
2011-01-31	0.1
